"1006380"	"76748642"	"ずっと"	"ずっと"	"- continuously in some state (for a long time, distance); throughout; all along; the whole time; all the way
- much (better, etc.); by far; far and away
- far away; long ago
- direct; straight"	"[""due""]"	"200"	""	"1739093189"	"[1]"
"1773770"	"4277552787"	"吊革"	"つりかわ"	"- strap (to hang onto)"	"[""learning""]"	"65000"	"1"	"1739173778"	"[2]"
"1576870"	"1737293690"	"俺"	"おれ"	"- I; me"	"[""known""]"	"500"	"4"	"1743725876"	"[1]"
"1157150"	"2206348515"	"ために"	"ために"	"- for; for the sake of; to one's advantage; in favor of; in favour of; on behalf of
- because of; as a result of"	"[""due""]"	"400"	""	"1738888587"	"[1]"
"2845565"	"3689013000"	"はーい"	"はーい"	"- understood; I see; OK; okay
- present; here"	"[""learning""]"	"3600"	"1"	"1739213808"	"[1]"
"1423000"	"2035433959"	"着る"	"きる"	"- to wear (in modern Japanese, from the shoulders down); to put on
- to bear (guilt, etc.)"	"[""known""]"	"700"	"3"	"1740385086"	"[1]"
"1004320"	"3053062970"	"こういう"	"こういう"	"- such; this sort of; like this"	"[""locked"" ""due""]"	"400"	""	""	"[1]"
"2029010"	"2204186150"	"を"	"を"	"- indicates direct object of action
- indicates subject of causative expression
- indicates an area traversed
- indicates time (period) over which action takes place
- indicates point of departure or separation of action
- indicates object of desire, like, hate, etc."	"[""blacklisted""]"	"100"	""	""	"[20]"
"1290900"	"915148789"	"左手"	"ひだりて"	"- left hand
- left-hand side; left-hand direction; (on) the left"	"[""learning""]"	"2000"	"1"	"1739211983"	"[1]"
"2780660"	"3723462732"	"もん"	"もん"	"- indicates reason or excuse
- indicates dissatisfaction; indicates desire to be pampered or indulged"	"[""known""]"	"700"	"4"	"1742992670"	"[1]"
"1353260"	"3589873971"	"上司"	"じょうし"	"- (one's) superior; (one's) boss; the higher-ups"	"[""due""]"	"4200"	""	"1738857436"	"[1]"
"1396130"	"818873351"	"全部"	"ぜんぶ"	"- all; entire; whole; altogether"	"[""known""]"	"600"	"3"	"1740887112"	"[1]"
"1017760"	"1313246395"	"アパート"	"アパート"	"- apartment building; apartment block; apartment house
- apartment"	"[""known""]"	"5000"	"3"	"1740468204"	"[1]"
