沢山,たくさん,"- a lot; lots; plenty; many; a large number; much; a great deal; a good deal
- enough; sufficient
- enough; too many; too much"
じゃう,じゃう,"- to do completely
- to do accidentally; to do without meaning to; to happen to do"
時,とき,"- time; hour; moment
- occasion; case
- chance; opportunity; season
- the times; the age; the day
- tense"
盛り,さかり,"- height (e.g. of summer); peak (e.g. of cherry blossom season); (in) season; full bloom; full swing (of a party, etc.)
- prime (of one's life); (one's) best days; bloom
- (being in) heat; rut"
お父さん,おとうさん,"- father; dad; papa; pa; pop; daddy; dada
- husband
- you; he; him"
遠い,とおい,"- far; distant; far away; a long way off; in the distance
- distant (past); remote (in time); remote; far-removed (in time)
- distant (relationship or kinship); having little to do (with someone)
- far (from something else in quality, degree, etc.); not similar; way off
- hard (of hearing)
- nearsighted"
ある,ある,"- to be; to exist; to live
- to have
- to be located
- to be equipped with
- to happen; to come about"
には,には,"- to; for; on; in; at
- in order to; for
- as for; regarding
- while it is (was) the case that ...; indeed ... (but); certainly ... (but)"
食べる,たべる,"- to eat
- to live on (e.g. a salary); to live off; to subsist on"
しまう,しまう,"- to finish; to stop; to end; to put an end to; to bring to a close
- to close (a business, etc.); to close down; to shut down; to shut up
- to put away; to put back; to keep; to store
- to do completely; to finish
- to do accidentally; to do without meaning to; to happen to do"
人参,にんじん,"- carrot (Daucus carota)
- Asian ginseng (Panax ginseng)"
ちゃん,ちゃん,- suffix for familiar person
ミー,ミー,- Mee
ほか,ほか,"- other (place, thing, person); the rest; et al.
- outside; beyond
- nothing except; nothing but; nothing apart from; nothing aside from; no choice (but to)
- besides...; in addition to..."
目を瞑る,めをつぶる,"- to shut one's eyes
- to ignore; to pretend not to know
- to die"
だ,だ,"- be; is
- did; (have) done
- please; do"
時間,じかん,"- time
- hour
- period; class; lesson"
大きい,おおきい,"- big; large; great
- loud
- extensive; spacious
- important; decisive; valuable
- older; grown up"
すぐに,すぐに,- immediately; right away; at once; instantly
誰か,だれか,- someone; somebody
お互いに,おたがいに,- mutually; with each other; reciprocally; together; both
じゃ,じゃ,"- then; well; so; well then
- be; is"
うん,うん,"- yes; yeah; uh huh
- hum; hmmm; well; erm; huh?
- oof"
同時に,どうじに,- coincident with; while; simultaneously
さあ,さあ,"- come; come now; come along; go on; hurry up
- well; who knows; I don't know...; uh; hmm
- well now; let's see; there we go; all right
- about that; you see"
多く,おおく,"- many; much; plenty; a lot
- majority (of); greater part (of)
- mostly; mainly; chiefly; usually; often"
老齢,ろうれい,- advanced age; senility
失礼,しつれい,"- discourtesy; impoliteness
- excuse me; goodbye
- to leave
- to be rude"
たっぷり,たっぷり,- full; in plenty; ample
本当,ほんとう,"- truth; reality; actuality; fact
- proper; right; correct; official
- genuine; authentic; real; natural; veritable"
知る,しる,"- to be aware of; to know; to be conscious of; to cognize; to cognise
- to notice; to feel
- to understand; to comprehend; to grasp
- to remember; to be acquainted with (a procedure)
- to experience; to go through; to learn
- to be acquainted with (a person); to get to know
- to concern"
じっと,じっと,"- motionlessly (e.g. stand, wait); (be) still
- fixedly (e.g. gaze, stare); intently (e.g. listen, think)
- patiently (endure); stoically
- firmly (e.g. hold); restrained"
から,から,"- from (e.g. time, place, numerical quantity); since
- from (originator); by
- because; since
- out of (constituent, part)
- through (e.g. window, vestibule)
- after; since
- expresses sympathy or warning"
その,その,"- that; the
- part (as in ""part two"")
- um ...; er ...; uh ..."
お弁当,おべんとう,- bento; Japanese box lunch
上,うえ,"- above; up; over; elder (e.g. daughter)
- top; summit; head (e.g. of a staircase)
- surface
- before; previous
- superiority; one's superior; one's elder
- on top of that; besides; what's more; not only ... but
- upon (further inspection, etc.); based on (and occurring after)
- matters concerning ...; as concerns ...
- since (i.e. ""for that reason"")
- honorable; venerable
- place of one's superior (e.g. the throne)
- emperor; sovereign; shogun; daimyo
- noblewoman (esp. the wife of a nobleman)"
もう一度,もういちど,- once more; again
そう,そう,"- in that way; thus; such
- so
- so?"
なんだ,なんだ,"- what!; oh
- what the heck; what the; damn"
猫,ねこ,"- cat (esp. the domestic cat, Felis catus)
- shamisen
- geisha
- wheelbarrow
- clay bed-warmer
- bottom; submissive partner of a homosexual relationship"
やる,やる,"- to do; to undertake; to perform; to play (a game); to study
- to send; to dispatch; to despatch
- to put; to move; to turn (one's head, glance, etc.)
- to give (esp. to someone of equal or lower status); to let have; to present; to bestow; to confer
- to make (a vehicle) go faster
- to run (a business); to keep; to be engaged in; to practice (law, medicine, etc.); to practise
- to have (food, drink, etc.); to eat; to drink; to smoke
- to hold (a performance); to perform; to show
- to ease (one's mind)
- to harm; to injure; to kill
- to have sex with
- to live; to get by; to get along
- to do ... completely
- to do ... broadly; to do ... to a great distance
- to do ... for (someone of equal or lower status); to do ... to
- to make active efforts to ..."
彼女,かのじょ,"- she; her
- girlfriend"
みたい,みたい,- -like; sort of; similar to; resembling
成長,せいちょう,"- growth; development; growing up; becoming an adult
- growth (of a company, the economy, etc.)"
まだまだ,まだまだ,"- still; much more; (not) yet
- still a long way to go; still a long way off; not there yet"
ごめん,ごめん,"- I'm sorry; my apologies; excuse me; pardon me
- may I come in?
- permission; leave; license
- dismissal; discharge
- not wanting; objecting to; being fed up with; wishing to avoid"
元気,げんき,"- lively; full of spirit; energetic; vigorous; vital; spirited
- healthy; well; fit; in good health"
近く,ちかく,"- near; neighbourhood; neighborhood; vicinity
- nearly (e.g. ""it took nearly one year""); close to
- shortly; soon"
こんなに,こんなに,- so; like this; in this way
なの,なの,"- that's the way it is; yes
- is that so?; is it?"
就職,しゅうしょく,- finding employment; getting a job
窓ガラス,まどガラス,- windowpane; window glass
と,と,"- if; when
- and
- with
- used for quoting (thoughts, speech, etc.)
- promoted pawn
- indicates a question"
桜ん坊,さくらんぼ,"- cherry fruit (esp. sweet cherry, Prunus avium)"
走る,はしる,"- to run
- to run (of a vehicle); to drive; to travel; to move; to sail
- to rush (to); to dash; to race
- to retreat; to flee; to defect (to)
- to run away; to abscond; to elope
- to flash (of lightning); to streak; to shoot (through; e.g. of pain); to run (through); to flare; to flit (e.g. across one's face); to spread quickly (of news, shock, etc.)
- to go (e.g. bad, to extremes); to become; to turn; to take to (e.g. crime); to get carried away by (e.g. one's emotions); to get involved in; to get wrapped up in
- to run (through; of a road, street, etc.); to extend (e.g. of a mountain range); to stretch; to lie"
お婆ちゃん,おばあちゃん,"- granny; grandma; gran
- old lady; old woman"
寂しい,さびしい,- lonely; lonesome; solitary; desolate
する,する,"- to do; to carry out; to perform
- to cause to become; to make (into); to turn (into)
- to serve as; to act as; to work as
- to wear (clothes, a facial expression, etc.)
- to judge as being; to view as being; to think of as; to treat as; to use as
- to decide on; to choose
- to be sensed (of a smell, noise, etc.)
- to be (in a state, condition, etc.)
- to be worth; to cost
- to pass (of time); to elapse
- to place, or raise, person A to a post or status B
- to transform A to B; to make A into B; to exchange A for B
- to make use of A for B; to view A as B; to handle A as if it were B
- to feel A about B
- verbalizing suffix (applies to nouns noted in this dictionary with the part of speech ""vs"")
- creates a humble verb (after a noun prefixed with ""o"" or ""go"")
- to be just about to; to be just starting to; to try to; to attempt to"
想像,そうぞう,- imagination; supposition; guess
久しぶりに,ひさしぶりに,- after a long time; for the first time in a while
きゃあ,きゃあ,"- yikes!; eek!; ouch!; blech
- ook; eek
- customer"
友達,ともだち,- friend; companion
罪悪感,ざいあくかん,- feelings of guilt
それ,それ,"- that; it
- then; that point (in time); that time
- there
- you"
も,も,"- too; also; in addition; as well; (not) either (in a negative sentence)
- both A and B; A as well as B; neither A nor B (in a negative sentence)
- even; as much as; as many as; as far as; as long as; no less than; no fewer than
- even if; even though; although; in spite of
- further; more; again; another; the other"
だらけ,だらけ,"- full of (e.g. mistakes); riddled with
- covered all over with (blood, mud, etc.)"
まるで,まるで,"- quite; entirely; completely; at all
- as if; as though; just like"
会う,あう,"- to meet; to encounter; to see
- to have an accident; to have a bad experience"
チェック,チェック,"- check; plaid; checkered
- checking; monitoring; looking over; scrutinizing; inspecting
- check (banking); cheque; bill (restaurant)
- check (chess)"
さ,さ,"- -ness
- indicates assertion
- come; come now"
こう,こう,"- in this way; thus; such
- uh..."
何,なに,"- what
- you-know-what; that thing
- whatsit; whachamacallit; what's-his-name; what's-her-name
- (not) at all; (not) in the slightest
- what?; huh?
- hey!
- oh, no (it's fine); why (it's nothing); oh (certainly not)"
全然,ぜんぜん,"- (not) at all; (not) in the slightest
- wholly; entirely; completely; totally
- extremely; very"
ああ,ああ,"- ah!; oh!; alas!
- yes; indeed; that is correct
- aah; gah; argh
- hey!; yo!
- uh huh; yeah yeah; right; gotcha"
握る,にぎる,"- to clasp; to grasp; to grip; to clutch
- to hold (the answer); to have (e.g. the solution); to be the key; to be the reason
- to seize (power); to hold (the reins); to dominate; to control
- to make (nigirizushi, rice ball, etc.); to form (with one's hands); to press into shape; to mold; to mould"
あっ,あっ,"- ah; oh
- hey!"
が,が,"- indicates sentence subject (occasionally object)
- indicates possessive (esp. in literary expressions)
- but; however; still; and
- regardless of; whether (or not)"
最後,さいご,"- end; conclusion
- last; final; latest; most recent
- no sooner than; once; right after (often having negative consequences)
- one's final moments"
覚える,おぼえる,"- to memorize; to memorise; to commit to memory; to learn by heart; to bear in mind; to remember
- to learn; to pick up; to acquire
- to feel
- to think; to regard"
お前,おまえ,"- you
- presence (of a god, nobleman, etc.)"
夢見る,ゆめみる,- to dream (of)
強い,つよい,"- strong; potent; competent; domineering; tough
- strong; brawny; powerful; healthy; rugged
- good (at); skilled; knowledgeable
- being able to handle; know how to deal (with); durable (against); resistant (to); resilient
- firm; rigid; solid
- intense; strong; fierce; high
- dependable; trustworthy"
それでも,それでも,- but (still); and yet; nevertheless; even so; notwithstanding
夜,よる,"- evening; night
- dinner"
親,おや,"- parent; parents; mother and father
- dealer (in cards, mahjong, etc.); banker
- founder; inventor
- (pet) owner
- key; parent (organization); main
- ancestor; forefather"
自分,じぶん,"- myself; yourself; oneself; himself; herself
- I; me
- you"
始め,はじめ,"- beginning; start; outset; opening
- first (in line, etc.)
- origin
- such as ...; not to mention ..."
降りる,おりる,"- to descend (e.g. a mountain); to go down; to come down
- to alight (e.g. from bus); to get off; to disembark; to dismount
- to step down; to retire; to give up; to quit; to fold
- to be granted; to be issued; to be given
- to form (of frost, dew, mist, etc.)
- to be passed (from the body; e.g. of a roundworm)"
存在,そんざい,- existence; being
決心,けっしん,- determination; resolution
今,いま,"- now; the present time; just now; soon; immediately
- another; more"
私,わたし,- I; me
次第に,しだいに,"- gradually (progress into a state)
- in sequence; in order; in turn"
叱る,しかる,- to scold; to chide; to rebuke; to reprimand
ね,ね,"- right?; isn't it?; doesn't it?; don't you?; don't you think?
- hey; say; listen; look; come on
- you know; you see; I must say; I should think
- will you?; please
- so, ...; well, ...; you see, ...; you understand?
- I'm not sure if ...; I have my doubts about whether ..."
そのうち,そのうち,"- before very long; soon; someday; one of these days; sooner or later
- of the previously mentioned; of that number; among them; among others"
中,なか,"- inside; interior
- among; within
- middle; center; centre
- during; while; middle; midst; amid
- interval; gap
- mean; average
- second (of three, e.g. sons, volumes); middle
- medium grade; medium quality
- red-light district"
は,は,"- indicates sentence topic
- indicates contrast with another option (stated or unstated)
- adds emphasis"
でしょう,でしょう,"- it seems; I think; I guess; I wonder
- right?; don't you agree?"
あげる,あげる,"- to raise; to elevate
- to do up (one's hair)
- to fly (a kite, etc.); to launch (fireworks, etc.); to surface (a submarine, etc.)
- to land (a boat)
- to deep-fry
- to show someone (into a room)
- to give
- to send someone (away)
- to enrol (one's child in school); to enroll
- to increase (price, quality, status, etc.); to develop (talent, skill); to improve
- to make (a loud sound); to raise (one's voice)
- to earn (something desirable)
- to praise
- to give (an example, etc.); to cite
- to summon up (all of one's energy, etc.)
- to arrest
- to nominate
- to summon (for geishas, etc.)
- to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.)
- to bear (a child)
- to conduct (a ceremony, esp. a wedding)
- (of the tide) to come in
- to vomit
- to do for (the sake of someone else)
- to complete ...
- to humbly do ..."
昨日,きのう,- yesterday
必死,ひっし,"- frantic; frenetic; desperate
- inevitable death
- brinkmate (inevitable checkmate)"
家族,かぞく,- family; members of a family
立つ,たつ,"- to stand; to rise; to stand up
- to find oneself (e.g. in a difficult position)
- to depart (on a plane, train, etc.)"
側から,そばから,- as soon as; right after
二回,にかい,- twice
ちっちゃい,ちっちゃい,- tiny; little; wee
仕事,しごと,"- work; job; labor; labour; business; task; assignment; occupation; employment
- work"
また,また,"- again; once more; once again; another time; some other time
- also; too; as well; likewise
- on the other hand; while
- and; in addition; besides; moreover; furthermore
- or; otherwise
- really; how; (what, why) on earth
- indirect"
忙しい,いそがしい,"- busy; occupied; hectic
- restless; hurried; fidgety"
出る,でる,"- to leave; to exit; to go out; to come out; to get out
- to leave (on a journey); to depart; to start out; to set out
- to move forward
- to come to; to get to; to lead to; to reach
- to appear; to come out; to emerge; to surface; to come forth; to turn up; to be found; to be detected; to be discovered; to be exposed; to show; to be exhibited; to be on display
- to appear (in print); to be published; to be announced; to be issued; to be listed; to come out
- to attend; to participate; to take part; to enter (an event); to play in; to perform
- to be stated; to be expressed; to come up; to be brought up; to be raised
- to sell
- to exceed; to go over
- to stick out; to protrude
- to break out; to occur; to start; to originate
- to be produced
- to come from; to be derived from
- to be given; to get; to receive; to be offered; to be provided; to be presented; to be submitted; to be handed in; to be turned in; to be paid
- to answer (phone, door, etc.); to get
- to assume (an attitude); to act; to behave
- to pick up (speed, etc.); to gain
- to flow (e.g. tears); to run; to bleed
- to graduate
- to ejaculate; to cum"
えっ,えっ,- huh?; what's up?
近況,きんきょう,- recent state; present state; present condition; current status; current circumstances
わ,わ,"- indicates emotion or admiration
- indicates emphasis
- I; me
- wah!
- boo!"
会社,かいしゃ,"- company; corporation
- workplace"
綾,あや,"- figure; design
- twill weave; pattern of diagonal stripes
- style (of writing); figure (of speech)
- design; plot; plan
- minor market fluctuation; technical correction
- cat's cradle
- lease rod (in a loom)"
最初,さいしょ,- beginning; outset; first; onset
このところ,このところ,- lately; recently
家,いえ,"- house; residence; dwelling
- family; household
- lineage; family name"
父,ちち,- father
だけ,だけ,"- only; just; merely; simply; no more than; nothing but; alone
- as much as; to the extent of; enough to"
皴,しわ,"- wrinkle; crease
- ripple"
ない,ない,"- nonexistent; not being (there)
- unowned; not had; unpossessed
- unique
- not; impossible; won't happen
- not
- to not be; to have not"
誘う,さそう,"- to invite; to ask (someone to do); to call (for); to take (someone) along
- to tempt; to lure; to entice; to seduce
- to induce (tears, laughter, sleepiness, etc.); to arouse (e.g. sympathy); to provoke"
守る,まもる,"- to protect; to guard; to defend
- to keep (i.e. a promise); to abide (by the rules); to observe; to obey; to follow"
一人で,ひとりで,- alone; by oneself; on one's own
新しい,あたらしい,- new; novel; fresh; recent; latest; up-to-date; modern
あたし,あたし,- I; me
課長,かちょう,- section manager; section chief
きり,きり,"- end; finish; stop
- bounds; limits
- delivery date (of a futures contract)
- finale (of a noh song); end of an act (in jōruri or kabuki); final performance of the day (in vaudeville)
- counter for slices (esp. thick slices); counter for cuts (e.g. fish, meat)
- only; just
- since; after
- remaining (in a particular state)"
怒鳴る,どなる,- to shout (in anger); to yell
見る,みる,"- to see; to look; to watch; to view; to observe
- to examine; to look over; to assess; to check; to judge
- to look after; to attend to; to take care of; to keep an eye on
- to experience; to meet with (misfortune, success, etc.)
- to try ...; to have a go at ...; to give ... a try
- to see (that) ...; to find (that) ..."
言う,いう,"- to say; to utter; to declare
- to name; to call
- to go (e.g. ""the alarm went ping""); to make a noise"
映る,うつる,- to be reflected; to harmonize with (harmonise); to come out (photo); to be projected; to be displayed (on a screen)
として,として,"- as (i.e. in the role of); for (i.e. from the viewpoint of)
- apart from... (used to change the topic)
- even (e.g. ""not even a single person"")
- thinking that...; trying to..."
めく,めく,- to show signs of ...; to have the appearance of ...
さん,さん,"- Mr.; Mrs.; Miss; Ms.; -san
- politeness marker"
もうちょっと,もうちょっと,- a bit more; a bit longer
喜び,よろこび,- joy; delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations
思う,おもう,"- to think; to consider; to believe; to reckon
- to think (of doing); to plan (to do)
- to judge; to assess; to regard
- to imagine; to suppose; to dream
- to expect; to look forward to
- to feel; to be (in a state of mind); to desire; to want
- to recall; to remember"
こと,こと,"- thing; matter
- incident; occurrence; event; something serious; trouble; crisis
- circumstances; situation; state of affairs
- work; business; affair
- after an inflectable word, creates a noun phrase indicating something the speaker does not feel close to
- nominalizing suffix
- pretending to ...; playing make-believe ...
- alias; also known as; otherwise known as; or
- necessity; need
- you should ...; I advise that you ...; it's important to ..."
忘れる,わすれる,- to forget; to leave carelessly; to be forgetful of; to forget about; to forget (an article)
親友,しんゆう,- close friend; bosom friend; buddy; crony; chum
にも,にも,"- also; too; not ... either; as well; even
- (it's not possible) no matter what; although one might wish otherwise"
駅,えき,"- railway station; train station
- staging post on a highway (in pre-modern Japan)
- counter for railway stations and bus stations"
豪華,ごうか,- extravagant; lavish; opulent; luxurious; magnificent; splendid; fancy; gorgeous
にとって,にとって,- to; for; from the standpoint of; as far as ... is concerned
じゃない,じゃない,"- is not; am not; are not
- isn't it?"
ようになる,ようになる,- to reach the point that; to come to be that; to turn into
いる,いる,"- to be (of animate objects); to exist
- to stay
- to be ...-ing; to have been ...-ing"
真っ赤,まっか,"- bright red; deep red; flushed (of face)
- downright (e.g. lie); complete; utter"
おかしい,おかしい,"- funny; amusing; comical; laughable; ridiculous
- strange; odd; funny; peculiar; weird; unusual; eccentric
- improper; unsuitable; unbecoming
- suspicious"
のに,のに,"- although; despite; even though; and yet
- whereas; while
- if only; I wish
- in order to"
誰,だれ,- who
